Vehicle ID,Fuel ID,Fuel Configuration ID,Manufacturer ID,Category ID,Model,Model Year,Alternative Fuel Economy City,Alternative Fuel Economy Highway,Conventional Fuel Economy City,Conventional Fuel Economy Highway,Conventional Fuel Economy Combined,Transmission Type,Engine Type,Engine Size,Engine Description,Electric-Only Range,PHEV Type,Drivetrain
11954,57,9.0,395,29,XC90 AWD,2018,62.0,,26.0,30.0,,Automatic,SI,2.0L,"2.0L I4;
34 & 65 kW electric motor",,,
11783,45,1.0,365,29,MDX Hybrid,2017,,,26.0,27.0,,Automatic,SI,3.0L,3.0L V6,,,
11692,45,9.0,365,27,NSX Hybrid,2017,,,21.0,22.0,,Automatic,SI,3.5L,3.5L V6,,,
11693,45,9.0,365,27,RLX Hybrid,2017,,,29.0,30.0,,Automatic,SI,3.5L,3.5L V6,,,
11715,57,1.0,377,27,A3 e-tron,2017,83.0,,,,,Automatic,e-motor,1.4L,1.4L I4 80 kW electric motor,,,
11647,11,5.0,377,27,A5 Cabriolet quattro,2017,15.0,21.0,,,,Manual,SI,2.0L,2.0L I4,,,
11648,11,5.0,377,27,A5 quattro,2017,15.0,22.0,22.0,30.0,,Manual,SI,2.0L,2.0L I4,,,
11817,11,1.0,377,29,Q5 AWD,2017,20.0,27.0,14.0,19.0,,Automatic,SI,2.0L,2.0L I4,,,
11716,57,1.0,211,27,330e,2017,71.0,,,,,Automatic,e-motor,2.0L,2.0L I4 83 kW electric motor,,,
11717,57,1.0,211,27,740e xDrive,2017,64.0,,25.0,29.0,,Automatic,e-motor,2.0L,2.0L I4 83 kW electric motor,,,
11637,41,1.0,211,27,i3 BEV,2017,129.0,106.0,,,,Automatic,SI,125 kW ,125 kW electric motor - 94 Amp-hour battery,,,
11636,41,1.0,211,27,i3 BEV,2017,137.0,111.0,,,,Automatic,SI,125 kW,125 kW electric motor - 60 Amp-hour battery,,,
11718,57,1.0,211,27,I3 REX,2017,111.0,,,,,Automatic,e-motor,0.6L,0.6L I2 125 kW electric motor,,,
11719,57,9.0,211,27,I8,2017,,,,,,Automatic,e-motor,1.5L,1.5L I3 96 kW electric motor,,,
11720,57,1.0,211,29,X5 xDrive40e,2017,,,,,,Automatic,e-motor,2.0L,2.0L I4 83 kW electric motor,,,
11813,41,1.0,410,27,e6,2017,73.0,71.0,,,,Automatic,SI,,,,,
11784,57,9.0,231,27,CT6 PHEV,2017,,,23.0,29.0,,Automatic,SI,2.0L,2.0L I4,,,
11638,41,1.0,215,27,Bolt,2017,128.0,110.0,,,,Automatic,SI,150 kW,"150 kW electric motor
60 kWh battery",,,
11742,35,1.0,215,25,COLORADO 2WD,2017,,,22.0,30.0,,Automatic,CI,2.5L,2.5L I4,,,
11743,35,1.0,215,25,COLORADO 4WD,2017,,,20.0,28.0,,Automatic,CI,2.5L,2.5L I4,,,
11655,11,5.0,215,29,Equinox AWD,2017,14.0,20.0,20.0,28.0,,Automatic,SI,2.4L,2.4L I4,,,
11654,11,5.0,215,29,Equinox FWD,2017,15.0,21.0,21.0,31.0,,Automatic,SI,2.4L,2.4L I4,,,
11757,35,1.0,215,9,Express 2500,2017,,,,,,Automatic,CI,2.8L,2.8L I4,,,
11761,55,1.0,215,9,Express 2500,2017,,,,,,Automatic,SI,6.0L,6.0L V8,,,
11759,3,1.0,215,9,Express 2500,2017,,,,,,Automatic,SI,6.0L,6.0L V8,,,
11649,11,5.0,215,27,Impala,2017,14.0,20.0,19.0,28.0,,Automatic,SI,3.6L,3.6L V6,,,
11694,45,9.0,215,27,Malibu Hybrid,2017,,,49.0,43.0,,Automatic,SI,1.8L,1.8L I4,,,
11695,45,9.0,215,25,Silverado 15 Hybrid 2WD,2017,,,18.0,24.0,,Automatic,SI,5.3L,5.3L V8,,,
11696,45,9.0,215,25,Silverado 15 Hybrid 4WD,2017,,,16.0,21.0,,Automatic,SI,5.3L,5.3L V8,,,
11750,55,1.0,215,25,Silverado 2500 HD 2WD/4WD,2017,,,,,,Automatic,SI,6.0L,6.0L V8,,,
11748,35,1.0,215,25,Silverado 2500 HD 2WD/4WD,2017,,,,,,Automatic,CI,6.6L,6.6L V8,,,
11749,3,1.0,215,25,Silverado 2500 HD 2WD/4WD,2017,,,,,,Automatic,SI,6.0L,6.0L V8,,,
11650,11,5.0,215,25,Silverado C15 2WD,2017,12.0,16.0,18.0,28.0,,Automatic,SI,4.3L,4.3L V6,,,
11651,11,5.0,215,25,Silverado C15 2WD,2017,12.0,17.0,16.0,23.0,,Automatic,SI,5.3L,5.3L V8,,,
11653,11,5.0,215,25,Silverado K15 4WD,2017,11.0,16.0,,,,Automatic,SI,5.3L,5.3L V8,,,
11652,11,5.0,215,25,Silverado K15 4WD,2017,12.0,15.0,16.0,23.0,,Automatic,SI,4.3L,4.3L V6,,,
11656,11,5.0,215,29,Suburban C1500 2WD,2017,12.0,17.0,16.0,23.0,,Automatic,SI,5.3L,5.3L V8,,,
11658,11,5.0,215,29,Suburban K1500 4WD,2017,11.0,15.0,15.0,22.0,,Automatic,SI,5.3L,5.3L V8,,,
11657,11,5.0,215,29,Tahoe C1500 2WD,2017,12.0,17.0,16.0,23.0,,Automatic,SI,5.3L,5.3L V8,,,
11659,11,5.0,215,29,Tahoe K1500 4WD,2017,11.0,16.0,16.0,22.0,,Automatic,SI,5.3L,5.3L V8,,,
11721,57,1.0,215,27,Volt,2017,106.0,,,,,Automatic,e-motor,1.5L,1.5L I4 48 kW & 87 kW electric motor,,,
11661,11,5.0,223,27,200,2017,14.0,23.0,19.0,31.0,,Automatic,SI,3.6L,3.6L V6,,,
11660,11,5.0,223,27,200,2017,17.0,26.0,23.0,36.0,,Automatic,SI,2.4L,2.4L I4,,,
11662,11,5.0,223,27,200 AWD,2017,14.0,21.0,18.0,18.0,,Automatic,SI,3.6L,3.6L V6,,,
11816,57,1.0,223,27,Pacifica PHEV,2017,,,,,,Automatic,SI,3.6L,3.6L V6 / 89 kW electric motor,,,
11663,11,5.0,225,9,Grand Caravan,2017,12.0,18.0,17.0,25.0,,Automatic,SI,3.6L,3.6L V6,,,
11664,11,5.0,225,29,Journey,2017,13.0,18.0,17.0,25.0,,Automatic,SI,3.6L,3.6L V6,,,
11785,45,9.0,409,27,LaFerrari Aperta,2017,,,12.0,15.0,,Automatic,SI,6.3L,6.3L V12,,,
11639,41,1.0,379,27,500e,2017,121.0,103.0,,,,Automatic,SI,82 kW,"82 kW electric motor
24 kWh battery",,,
11787,57,1.0,219,27,C-Max Energi,2017,,,,,,Automatic,SI,2.0L,"2.0L I4
7.6 kW electric motor",,,
11786,45,9.0,219,27,C-MAX Hybrid,2017,,,42.0,38.0,,Automatic,SI,2.0L,2.0L I4,,,
11670,11,5.0,219,29,Escape FWD FFV,2017,15.0,22.0,21.0,29.0,,Automatic,SI,2.5L,2.5L I4,,,
11671,11,5.0,219,29,Explorer 2WD FFV,2017,13.0,18.0,17.0,24.0,,Automatic,SI,3.5L,3.5L V6,,,
11672,11,5.0,219,29,Explorer AWD FFV,2017,12.0,17.0,16.0,23.0,,Automatic,SI,3.5L,3.5L V6,,,
11735,55,1.0,219,25,F-150,2017,,,,,,Automatic,SI,5.0L,5.0L V8,,,
11734,3,1.0,219,25,F-150,2017,,,,,,Automatic,SI,5.0L ,5.0L V8,,,
11765,41,1.0,219,27,Focus Electric,2017,118.0,96.0,,,,Automatic,SI,107 kW,"107 kW electric motor
34 kWh battery",,,
11722,57,1.0,219,27,Fusion Energi Plug in Hybrid,2017,97.0,,,,,Automatic,e-motor,2.0L ,2.0L I4 68 kW electric motor,,,
11698,45,9.0,219,27,Fusion Hybrid FWD,2017,,,43.0,41.0,,Automatic,SI,2.0L,2.0L I4,,,
11732,55,1.0,219,25,Super Duty F-250,2017,,,,,,Automatic,SI,6.2L,6.2L V8,,,
11731,35,1.0,219,25,Super Duty F-250,2017,,,,,,Automatic,CI,6.7L,6.7L V8,,,
11728,55,1.0,219,9,Transit 150/250,2017,,,,,,Automatic,SI,3.7L,3.7L V6,,,
11727,3,1.0,219,9,Transit 150/250,2017,,,,,,Automatic,SI,3.7L,3.7L V6,,,
11730,3,1.0,219,9,Transit Connect,2017,,,,,,Automatic,SI,2.5L,2.5L I4,,,
11729,55,1.0,219,9,Transit Connect,2017,,,,,,Automatic,SI,2.5L,2.5L I4,,,
11667,11,5.0,219,9,Transit Connect Van FFV,2017,15.0,20.0,20.0,27.0,,Automatic,SI,2.5L,2.5L I4,,,
11668,11,5.0,219,27,Transit Connect Wagon FFV,2017,14.0,19.0,19.0,27.0,,Automatic,SI,2.5L,2.5L I4,,,
11669,11,5.0,219,27,Transit Connect Wagon LWB FFV,2017,14.0,20.0,19.0,27.0,,Automatic,SI,2.5L,2.5L I4,,,
11726,35,1.0,219,9,Transit T150 Wagon,2017,,,,,,Automatic,CI,3.2L,3.2L I5,,,
11666,11,5.0,219,9,Transit T150 Wagon FFV,2017,,,,,,Automatic,SI,3.7L,3.7L V6,,,
11763,35,1.0,213,25,CANYON 2WD,2017,,,22.0,30.0,,Automatic,CI,2.5L,2.5L I4,,,
11764,35,1.0,213,25,CANYON 4WD,2017,,,20.0,28.0,,Automatic,CI,2.5L,2.5L I4,,,
11760,3,1.0,213,9,Savana 2500,2017,,,,,,Automatic,SI,6.0L,6.0L V8,,,
11762,55,1.0,213,9,Savana 2500,2017,,,,,,Automatic,SI,6.0L,6.0L V8,,,
11758,35,1.0,213,9,Savana 2500,2017,,,,,,Automatic,CI,2.8L,2.8L I4,,,
11699,45,9.0,213,25,Sierra 15 Hybrid 2WD,2017,,,18.0,24.0,,Automatic,SI,5.3L ,5.3L V8,,,
11700,45,9.0,213,25,Sierra 15 Hybrid 4WD,2017,,,16.0,21.0,,Automatic,SI,5.3L,5.3L V8,,,
11744,35,1.0,213,25,Sierra 2500 Denali HD 2WD/4WD,2017,,,,,,Automatic,CI,6.6L,6.6L V8,,,
11745,3,1.0,213,25,Sierra 2500 HD 2WD/4WD,2017,,,,,,Automatic,SI,6.0L,6.0L V8,,,
11746,55,1.0,213,25,Sierra 2500 HD 2WD/4WD,2017,,,,,,Automatic,SI,6.0L,6.0L V8,,,
11747,35,1.0,213,25,Sierra 2500 HD 2WD/4WD,2017,,,,,,Automatic,CI,6.6L,6.6L V8,,,
11674,11,5.0,213,25,Sierra C15 2WD,2017,12.0,17.0,16.0,23.0,,Automatic,SI,5.3L,5.3L V8,,,
11673,11,5.0,213,25,Sierra C15 2WD,2017,12.0,16.0,18.0,24.0,,Automatic,SI,4.3L,4.3L V6,,,
11676,11,5.0,213,25,Sierra K15 4WD,2017,11.0,16.0,16.0,22.0,,Automatic,SI,5.3L ,5.3L V8,,,
11675,11,5.0,213,25,Sierra K15 4WD,2017,12.0,15.0,17.0,22.0,,Automatic,SI,4.3L,4.3L V6,,,
11677,11,5.0,213,29,Terrain FWD,2017,15.0,21.0,21.0,31.0,,Automatic,SI,2.4L,2.4L I4,,,
11678,11,5.0,213,29,Yukon C1500 2WD,2017,12.0,17.0,16.0,23.0,,Automatic,SI,5.3L,5.3L V8,,,
11679,11,5.0,213,29,Yukon C1500 XL 2WD,2017,12.0,17.0,16.0,23.0,,Automatic,SI,5.3L,5.3L V8,,,
11680,11,5.0,213,29,Yukon K1500 4WD,2017,11.0,16.0,16.0,22.0,,Automatic,SI,5.3L ,5.3L V8,,,
11681,11,5.0,213,29,Yukon K1500 XL 4WD,2017,11.0,15.0,15.0,22.0,,Automatic,SI,5.3L,5.3L V8,,,
11701,45,9.0,209,27,Accord Hybrid,2017,,,49.0,47.0,,Automatic,SI,2.0L,2.0L I4,,,
11843,41,1.0,209,27,Clarity,2017,126.0,103.0,,,,Automatic,e-motor,120 kW electric motor,"120 kW electric motor
82 Ah battery",,,
11788,57,1.0,351,27,Ioniq,2017,,,,,,Automatic,SI,1.6L,"1.6L I4
45 kW electric motor",,,
11766,45,9.0,351,27,Ioniq,2017,,,55.0,54.0,,Automatic,SI,1.6L,1.6L I4,,,
11640,41,1.0,351,27,Ioniq,2017,150.0,122.0,,,,Automatic,SI,,"88 kW electric motor;
28 kWh battery",,,
11767,45,9.0,351,27,Ioniq Blue,2017,,,57.0,59.0,,Automatic,SI,1.6L,1.6L I4,,,
11702,45,9.0,351,27,Sonata Hybrid,2017,,,39.0,44.0,,Automatic,SI,2.0L ,2.0L I4,,,
11703,45,9.0,351,27,Sonata Hybrid SE,2017,,,39.0,45.0,,Automatic,SI,2.0L,2.0L I4,,,
11723,57,1.0,351,27,Sonata Plug-in Hybrid,2017,99.0,,,,,Automatic,SI,2.0L,2.0L I4 50 kW electric motor,,,
11646,9,5.0,351,29,Tucson,2017,49.0,50.0,,,,Automatic,SI,,"100 kw electric motor
180 V Lithium Ion 100 kW electric motor",,,
11789,45,9.0,359,27,Q50 Hybrid,2017,,,27.0,32.0,,Automatic,SI,3.5L,3.5L V6,,,
11790,45,9.0,359,27,Q50 Hybrid AWD,2017,,,26.0,30.0,,Automatic,SI,3.5L,3.5L V6,,,
11792,45,9.0,359,29,Q60 Hybrid AWD,2017,,,25.0,27.0,,Automatic,SI,3.5L,3.5L V6,,,
11793,45,9.0,359,29,Q60 Hybrid FWD,2017,,,25.0,27.0,,Automatic,SI,3.5L,3.5L V6,,,
11791,45,9.0,359,27,Q70 Hybrid,2017,,,28.0,33.0,,Automatic,SI,3.5L,3.5L V6,,,
11737,35,1.0,385,29,F-Pace,2017,,,26.0,33.0,,Automatic,CI,2.0L ,2.0L I4,,,
11738,35,1.0,385,27,XE,2017,,,32.0,42.0,,Automatic,CI,2.0L,2.0L I4,,,
11739,35,1.0,385,27,XE AWD,2017,,,30.0,40.0,,Automatic,CI,2.0L,2.0L I4,,,
11740,35,1.0,385,27,XF AWD,2017,,,30.0,40.0,,Automatic,CI,2.0L,2.0L I4,,,
11683,11,5.0,275,29,Cherokee 4WD,2017,15.0,21.0,21.0,28.0,,Automatic,SI,2.4L,2.4L I4,,,
11682,11,5.0,275,29,Cherokee FWD,2017,16.0,23.0,21.0,30.0,,Automatic,SI,2.4L,2.4L I4,,,
11741,35,1.0,275,29,Grand Cherokee 2WD/4WD,2017,,,,,,Automatic,CI,3.0L,3.0L V6,,,
11684,11,5.0,275,29,Renegade 2WD,2017,26.0,23.0,22.0,30.0,,Automatic,SI,2.4L,2.4L I4,,,
11794,45,9.0,361,27,Niro,2017,,,51.0,46.0,,Automatic,SI,1.6L,1.6L I4,,,
11814,45,1.0,361,27,Niro FE,2017,,,52.0,49.0,,Automatic,SI,1.6L,1.6L I4,,,
11815,45,1.0,361,27,Niro Touring,2017,,,46.0,40.0,,Automatic,SI,1.6L,1.6L I4,,,
11704,45,9.0,361,27,Optima Hybrid,2017,,,39.0,46.0,,Automatic,SI,2.0L ,2.0L I4,,,
11797,57,1.0,361,27,Optima Plug-In Hybrid,2017,103.0,,38.0,43.0,,Automatic,SI,2.0L,"2.0L I4;
50 kW electric motor",,,
11768,41,1.0,361,27,Soul,2017,120.0,92.0,,,,Automatic,SI,81 kW ,"81 kW electric motor
27 kWh battery",,,
11736,35,1.0,387,29,Range Rover Sport,2017,,,22.0,28.0,,Automatic,CI,3.0L,3.0L V6,,,
11796,45,9.0,243,27,CT 200h,2017,,,43.0,40.0,,Automatic,SI,1.8L,1.8L I4,,,
11707,45,9.0,243,27,ES 300h,2017,,,40.0,39.0,,Automatic,SI,2.5L,2.5L I4,,,
11705,45,9.0,243,27,GS 450h,2017,,,29.0,34.0,,Automatic,SI,3.5L ,3.5L V6,,,
11795,45,9.0,243,29,NX 300h,2017,,,33.0,30.0,,Automatic,SI,2.5L,2.5L I4,,,
11706,45,9.0,243,29,RX 450h,2017,,,31.0,28.0,,Automatic,SI,3.5L,3.5L V6,,,
11708,45,9.0,227,27,MKZ Hybrid FWD,2017,,,41.0,38.0,,Automatic,SI,2.0L,2.0L I4,,,
11641,41,1.0,239,27,B250e,2017,85.0,82.0,,,,Automatic,SI,132 kW,"132 kW electric motor
28 kWh battery",,,
11799,57,1.0,239,27,C350e,2017,,,,,,Automatic,SI,3.0L,"3.0L V6
60 kW electric motor",,,
11687,11,5.0,239,27,CLA250 4matic,2017,17.0,23.0,23.0,32.0,,Automatic,SI,2.0L ,2.0L I4,,,
11685,11,5.0,239,29,GLA250 4matic,2017,17.0,23.0,23.0,31.0,,Automatic,SI,2.0L,2.0L I4,,,
11686,11,5.0,239,29,GLE350 4matic,2017,13.0,17.0,18.0,22.0,,Automatic,SI,3.5L ,3.5L V6,,,
11798,57,1.0,239,29,GLE550e,2017,43.0,,20.0,23.0,,Automatic,SI,3.0L,"3.0L V6
85 kW electric motor",,,
11800,57,1.0,239,27,S550e,2017,58.0,,24.0,30.0,,Automatic,SI,3.0L,"3.0L V6
85 kW electric motor",,,
11642,41,1.0,263,27,i-MiEV,2017,121.0,102.0,,,,Automatic,SI,,49 kW electric motor 16 kW battery,,,
11771,41,1.0,217,27,Leaf,2017,124.0,101.0,,,,Automatic,SI,80 kW,"80 kW electric motor
30 kWh battery",,,
11802,45,9.0,217,29,Rogue AWD Hybrid,2017,,,31.0,34.0,,Automatic,SI,2.5L,2.5L I4,,,
11803,45,9.0,217,29,Rogue FWD Hybrid,2017,,,33.0,35.0,,Automatic,SI,2.5L,2.5L I4,,,
11804,45,9.0,217,29,Rogue SV FWD Hybrid,2017,,,,,,Automatic,SI,2.5L,2.5L I4,,,
11751,35,1.0,217,25,Titan HD 2WD/4WD,2017,,,,,,Automatic,CI,5.0L,5.0L V8,,,
11769,57,1.0,391,27,918 Spyder,2017,,,,,,Automatic,SI,4.6L,4.6L V8,,,
11801,57,1.0,391,29,Cayenne S e-Hybrid,2017,46.0,,21.0,24.0,,Automatic,SI,3.0L,"3.0L V6
70 kW electric motor",,,
11724,57,1.0,391,29,Cayenne S e-Hybrid,2017,,,,,,Automatic,e-motor,3.0L,3.0L V6 70 kW electric motor,,,
11770,57,1.0,391,27,Panamera 4 e-Hybrid,2017,,,,,,Automatic,SI,3.0L,"3.0L V6
70 kW electric motor",,,
11688,11,5.0,349,25,1500 2WD,2017,12.0,17.0,17.0,25.0,,Automatic,SI,3.6L ,3.6L V6,,,
11689,11,5.0,349,25,1500 4WD,2017,11.0,16.0,16.0,23.0,,Automatic,SI,3.6L,3.6L V6,,,
11752,35,1.0,349,25,1500 HD,2017,,,,,,Automatic,CI,3.0L,3.0L V6,,,
11753,3,1.0,349,25,2500 HD,2017,,,,,,Automatic,SI,5.7L,5.7L V8,,,
11755,35,1.0,349,25,2500 HD,2017,,,,,,Automatic,CI,6.7L,6.7L I6,,,
11756,35,1.0,349,9,Promaster 1500/2500,2017,,,,,,Automatic,CI,3.0L,3.0L V6,,,
11848,41,1.0,381,27,fortwo electric drive convertable,2017,112.0,91.0,,,,Automatic,e-motor,60 kW electric motor,"60 kW electric motor
51 Ah battery",,,
11846,41,1.0,381,27,fortwo electric drive coupe,2017,124.0,94.0,,,,Automatic,e-motor,60 kW electric motor,"60 kW electric motor
51 Ah battery",,,
11852,41,1.0,237,27,Model 3 Long Range,2017,131.0,120.0,,,,Automatic,e-motor,211 kW electric motor,"211 kW electric motor
230 Ah battery",,,
11851,41,1.0,237,27,Model S AWD - 100D,2017,101.0,102.0,,,,Automatic,e-motor,193 kW and 375 kW electric motor,"193 kW and 375 kW electric motors
245 Ah battery",,,
11777,41,1.0,237,27,Model S AWD - 60D,2017,101.0,107.0,,,,Automatic,e-motor,193 kW electric motor (X2),"193 kW electric motor (X2)
245 Ah battery",,,
11778,41,1.0,237,27,Model S AWD - 75D,2017,102.0,105.0,,,,Automatic,e-motor,193 kW electric motor (X2),"193 kW electric motors (X2)
245 Ah battery",,,
11780,41,1.0,237,27,Model S AWD - P100D,2017,92.0,105.0,,,,Automatic,e-motor,193 kW electric motor (X2),"193 kW electric motor (X2)
245 Ah battery",,,
11779,41,1.0,237,27,Model S AWD - P90D,2017,92.0,100.0,,,,Automatic,e-motor,193 kW and 375 kW electric motor,"193 kW and 375 kW electric motors
245 Ah battery",,,
11781,41,1.0,237,27,Model S RWD 60 kWh,2017,98.0,101.0,,,,Automatic,e-motor,285 kW electric motor,"285 kW electric motor
245 Ah battery",,,
11782,41,1.0,237,27,Model S RWD 75 kWh,2017,97.0,100.0,,,,Automatic,e-motor,285 kW electric motor,"285 kW electric motor
245 Ah battery",,,
11850,41,1.0,237,27,Model S RWD 90D,2017,102.0,107.0,,,,Automatic,e-motor,193 kW electric motor (X2),"193 kW electric motor (X2)
245 Ah battery",,,
11960,41,1.0,237,29,Model X AWD - 100D,2017,86.0,89.0,,,,Automatic,e-motor,193 kW and 193 kW electric motor,"193 kW and 193 kW electric motors;
250 Ah battery",,,
11812,41,1.0,237,29,Model X AWD - 60D,2017,91.0,94.0,,,,Automatic,e-motor,193 kW electric motor (X2),"193 kW electric motor (X2)
250 Ah battery",,,
11773,41,1.0,237,29,Model X AWD - 75D,2017,91.0,95.0,,,,Automatic,e-motor,193 kW electric motor (X2),"193 kW electric motor (X2)
250 Ah battery",,,
11774,41,1.0,237,29,Model X AWD - 90D,2017,90.0,94.0,,,,Automatic,e-motor,193 kW electric motor (X2),"193 kW electric motors (X2)
250 Ah battery",,,
11775,41,1.0,237,29,Model X AWD - P100D,2017,81.0,92.0,,,,Automatic,e-motor,193 kW electric motor (X2),"193 kW and 375 kW electric motors
250 Ah battery",,,
11776,41,1.0,237,29,Model X AWD - P90D,2017,89.0,90.0,,,,Automatic,e-motor,193 kW and 375 kW electric motor,"193 kW and 375 kW electric motor (X2)
250 Ah battery",,,
11805,45,9.0,221,27,Avalon Hybrid,2017,,,40.0,39.0,,Automatic,SI,2.5L,2.5L I4,,,
11710,45,9.0,221,27,Camry Hyrid LE,2017,,,42.0,38.0,,Automatic,SI,2.5L,2.5L I4,,,
11711,45,9.0,221,27,Camry Hyrid XLE/SE,2017,,,40.0,37.0,,Automatic,SI,2.5L ,2.5L I4,,,
11807,45,9.0,221,29,Highlander Hybrid 4WD,2017,,,29.0,27.0,,Automatic,SI,3.5L,3.5L V6,,,
11808,45,9.0,221,29,Highlander Hybrid 4WD LE Plus,2017,,,30.0,28.0,,Automatic,SI,3.5L,3.5L V6,,,
11645,9,7.0,221,27,Mirai,2017,67.0,67.0,,,,Automatic,SI,,245 V NiMH 56 kW electric motor,,,
11712,45,9.0,221,27,Prius,2017,,,54.0,50.0,,Automatic,SI,1.8L,1.8L I4,,,
11809,45,9.0,221,27,Prius c,2017,,,48.0,43.0,,,,,,,,
11713,45,9.0,221,27,Prius Eco,2017,,,58.0,53.0,,Automatic,SI,1.8L,1.8L I4,,,
11810,57,1.0,221,27,Prius Prime,2017,133.0,,,,,,,1.8L,"1.8L I4
53 kW electric motor",,,
11709,45,9.0,221,27,Prius v,2017,,,43.0,39.0,,Automatic,SI,1.8L,1.8L I4,,,
11714,45,9.0,221,29,RAV4 Hybrid AWD,2017,,,34.0,30.0,,Automatic,SI,2.5L,2.5L I4,,,
11690,11,5.0,221,25,Tundra 2WD FFV,2017,9.0,13.0,16.0,23.0,,Automatic,SI,5.7L,5.7L V8,,,
11691,11,5.0,221,25,Tundra 4WD FFV,2017,9.0,12.0,13.0,17.0,,Automatic,SI,5.7L,5.7L V8,,,
11644,41,1.0,347,27,e-Golf,2017,119.0,111.0,,,,Automatic,SI,,"100 kW electric motor;
36 kWh battery",,,
11811,57,1.0,395,29,XC90 T8 Plug-in Hybrid,2017,54.0,,24.0,27.0,,Automatic,SI,2.0L,"2.0L I4
34 & 65 kW electric motor",,,
11725,57,1.0,395,29,XC90 T8 Plug-in Hybrid,2017,,,,,,Automatic,e-motor,2.0L,2.0L I4 34 & 65 kW electric motor,,,
11567,45,1.0,365,27,RLX Hybrid,2016,28.0,32.0,,,,Automatic,SI,3.5L,3.5L V6,,,
11612,57,9.0,377,27,A3 Sportback e-tron,2016,,,,,,Automatic,SI,1.4L,"1.4L I4
75 kW electric drive",,,
11501,11,1.0,377,27,A4 Quattro,2016,21.0,30.0,15.0,22.0,,Automatic,SI,2.0,2.0 I4,,,
11503,11,1.0,377,27,A5 Cabriolet Quattro,2016,21.0,29.0,15.0,21.0,,Automatic,SI,2.0,2.0 I4,,,
11502,11,1.0,377,27,A5 Quattro,2016,21.0,30.0,15.0,22.0,,Automatic,SI,2.0,2.0 I4,,,
11504,11,1.0,377,27,Allroad Quattro,2016,21.0,28.0,15.0,21.0,,Automatic,SI,2.0,2.0 I4,,,
11505,11,1.0,377,29,Q5 AWD,2016,20.0,27.0,14.0,19.0,,Automatic,SI,2.0,2.0 I4,,,
11568,45,1.0,377,29,Q5 Hybrid AWD,2016,24.0,30.0,,,,Automatic,SI,2.0,2.0 I4,,,
11569,45,1.0,211,27,ActiveHybrid 5,2016,23.0,30.0,,,,Automatic,SI,3.0L,3.0L I6,,,
11598,41,1.0,211,27,i3,2016,137.0,111.0,,,,Automatic,SI,125 kW ,125 kW electric motor 21 kWh battery,,,
11613,57,9.0,211,27,i3 REX,2016,117.0,,41.0,37.0,,Automatic,SI,0.6L,0.6L I2 125kW electric motor,,,
11614,57,9.0,211,27,i8 Plug-in Hybrid,2016,76.0,,28.0,29.0,,Automatic,SI,1.5L,"1.5L I3
96kW electric motor",,,
11615,57,9.0,211,29,X5 xDrive40e Plug-in Hybrid,2016,56.0,,21.0,24.0,,Automatic,SI,2.0L,"2.0L I4
83 kW electric motor",,,
11506,11,1.0,235,27,LaCrosse FWD/AWD,2016,18.0,28.0,14.0,20.0,,Automatic,SI,3.6L,3.6L V6,,,
11507,11,1.0,235,27,Verano,2016,,,,,,Automatic,SI,2.4L,2.4L I4,,,
11616,57,9.0,231,27,ELR,2016,85.0,,31.0,33.0,,Automatic,SI,1.4L,"1.4L I4
111 kW electric drive",,,
11509,11,1.0,215,27,Caprice Police Patrol Vehicle,2016,,,,,,Automatic,SI,6.0L,6.0L V8,,,
11508,11,1.0,215,27,Caprice Police Patrol Vehicle,2016,,,,,,Automatic,SI,3.6L,3.6L V6,,,
11477,35,1.0,215,25,Colorado 2WD/4WD,2016,,,,,,Automatic,CI,2.8L,2.8L I4 Diesel,,,
11511,11,1.0,215,29,Equinox FWD/AWD,2016,,,,,,Automatic,SI,3.6L,3.6L V6,,,
11510,11,1.0,215,29,Equinox FWD/AWD,2016,22.0,32.0,15.0,22.0,,Automatic,SI,2.4L,2.4L I4,,,
11494,3,1.0,215,9,Express 2500,2016,,,,,,Automatic,SI,6.0L,6.0L V8,,,
11479,35,1.0,215,9,Express 2500,2016,,,,,,Automatic,CI,6.6L,6.6L V8 Diesel,,,
11514,11,1.0,215,9,Express 2500,2016,,,,,,Automatic,SI,6.0L,6.0L V8,,,
11512,11,1.0,215,9,Express Cargo Paratransit,2016,,,,,,Automatic,SI,6.0L,6.0L V8,,,
11493,3,1.0,215,9,Express Prisoner Transport,2016,,,,,,Automatic,SI,6.7L,6.7L V8 Diesel,,,
11478,35,1.0,215,9,Express Prisoner Transport,2016,,,,,,Automatic,CI,6.0L,6.0L V8,,,
11513,11,1.0,215,9,Express Prisoner Transport,2016,,,,,,Automatic,SI,6.0L,6.0L V8,,,
11515,11,1.0,215,27,Impala,2016,19.0,29.0,14.0,20.0,,Automatic,SI,3.6L,3.6L V6,,,
11489,3,3.0,215,27,Impala,2016,16.0,24.0,17.0,25.0,,Automatic,SI,3.6L,3.6L V6,,,
11516,11,1.0,215,27,Impala Limited Police,2016,,,,,,Automatic,SI,3.6L,3.6L V6,,,
11570,45,1.0,215,27,Malibu,2016,,,,,,Automatic,SI,1.8L,1.8L I4,,,
11517,11,1.0,215,25,Silverado 1500 2WD/4WD,2016,16.0,23.0,12.0,17.0,,Automatic,SI,5.3L,5.3L V8,,,
